OLD_URL,NEW_URL
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-lifeguard/brand/UNDER%20ARMOUR,http://209.208.39.58:8999/swim-lifeguard
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-practicesuits,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-racesuits,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear-rashguards,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-swimwear/brand/SPEEDO,http://209.208.39.58:8999/swim-male
https://www.pedigreeskishop.com/category.cfm/ski/mens-vests,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/mens-vests-fleecevests,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/mens-vests-insulatedvests,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/mens-vests-softshellvests,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/mens-vests-tennisvests,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/mens-vests/brand/KJUS,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/mens/brand/KJUS,http://209.208.39.58:8999/mens-vests
https://www.pedigreeskishop.com/category.cfm/ski/sale,http://209.208.39.58:8999/ski/browse/sale/Y
https://www.pedigreeskishop.com/category.cfm/ski/sale-equipment,https://www.pedigreeskishop.com/ski-equipment
https://www.pedigreeskishop.com/category.cfm/ski/sale-kids,http://209.208.39.58:8999/kids/browse/sale/Y
https://www.pedigreeskishop.com/category.cfm/ski/sale-mens,http://209.208.39.58:8999/mens/browse/sale/Y
https://www.pedigreeskishop.com/category.cfm/ski/sale-womens,http://209.208.39.58:8999/womens/browse/sale/Y
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-skiing,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-skiing/brand/ALMGWAND,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-skiing/brand/ALP%20N%20ROCK,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-skiing/brand/BOGNER%20OF%20AMERICA,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-skiing/brand/CANADA%20GOOSE,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-skiing/brand/SWANY,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-snowboarding,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-snowboarding/brand/GIRO,http://209.208.39.58:8999/ski
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-swimming,http://209.208.39.58:8999/swim
https://www.pedigreeskishop.com/category.cfm/ski/shopbysport-swimming/brand/SUPER%20FEET,http://209.208.39.58:8999/swim
